Name,Types,Abilities,Height,Weight,Base Experience,Flavor Text
lumineon,water,"swift-swim, storm-drain, water-veil",12,240,161,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.
mantyke,"water, flying","swift-swim, water-absorb, water-veil",10,650,69,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.
snover,"grass, ice","snow-warning, soundproof",10,505,67,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive."
abomasnow,"grass, ice","snow-warning, soundproof",22,1355,173,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.
weavile,"dark, ice","pressure, pickpocket",11,340,179,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
magnezone,"electric, steel","magnet-pull, sturdy, analytic",12,1800,268,It evolved from exposure to a special magnetic field. Three units generate magnetism.
lickilicky,normal,"own-tempo, oblivious, cloud-nine",17,1400,180,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.
rhyperior,"ground, rock","lightning-rod, solid-rock, reckless",24,2828,268,It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.
tangrowth,grass,"chlorophyll, leaf-guard, regenerator",20,1286,187,It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.
electivire,electric,"motor-drive, vital-spirit",18,1386,270,"As its electric charge amplifies, blue sparks begin to crackle between its horns."
magmortar,fire,"flame-body, vital-spirit",16,680,270,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters."
togekiss,"fairy, flying","hustle, serene-grace, super-luck",15,380,273,It will never appear where there is strife. Its sightings have become rare recently.
yanmega,"bug, flying","speed-boost, tinted-lens, frisk",19,515,180,"By churning its wings, it creates shock waves that inflict critical internal injuries to foes."
leafeon,grass,"leaf-guard, chlorophyll",10,255,184,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
glaceon,ice,"snow-cloak, ice-body",8,259,184,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles."
gliscor,"ground, flying","hyper-cutter, sand-veil, poison-heal",20,425,179,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!"
mamoswine,"ice, ground","oblivious, snow-cloak, thick-fat",25,2910,265,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.
porygon-z,normal,"adaptability, download, analytic",9,340,268,"Additional software was installed to make it a better Pokémon. It began acting oddly, however."
gallade,"psychic, fighting","steadfast, sharpness, justified",16,520,259,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows."
probopass,"rock, steel","sturdy, magnet-pull, sand-force",14,3400,184,It freely controls three small units called Mini-Noses using magnetic force.
dusknoir,ghost,"pressure, frisk",22,1066,263,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
froslass,"ice, ghost","snow-cloak, cursed-body",13,266,168,It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.
rotom,"electric, ghost",levitate,3,3,154,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
uxie,psychic,levitate,3,3,290,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.
mesprit,psychic,levitate,3,3,290,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy."
azelf,psychic,levitate,3,3,290,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.
dialga,"steel, dragon","pressure, telepathy",54,6830,340,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.
palkia,"water, dragon","pressure, telepathy",42,3360,340,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.
heatran,"fire, steel","flash-fire, flame-body",17,4300,300,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.
regigigas,normal,slow-start,37,4200,335,There is an enduring legend that states this Pokémon towed continents with ropes.
giratina-altered,"ghost, dragon","pressure, telepathy",45,7500,340,A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.
cresselia,psychic,levitate,15,856,300,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.
phione,water,hydration,4,31,216,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted."
manaphy,water,hydration,3,14,270,"Born on a cold seafloor, it will swim great distances to return to its birthplace."
darkrai,dark,bad-dreams,15,505,270,It can lull people to sleep and make them dream. It is active during nights of the new moon.
shaymin-land,grass,natural-cure,2,21,270,It lives in flower patches and avoids detection by curling up to look like a flowering plant.
arceus,normal,multitype,32,3200,324,"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
victini,"psychic, fire",victory-star,4,40,300,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter."
snivy,grass,"overgrow, contrary",6,81,62,It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.
servine,grass,"overgrow, contrary",8,160,145,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip."
serperior,grass,"overgrow, contrary",33,630,238,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
tepig,fire,"blaze, thick-fat",5,99,62,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.
pignite,"fire, fighting","blaze, thick-fat",10,555,146,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
emboar,"fire, fighting","blaze, reckless",16,1500,238,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.
oshawott,water,"torrent, shell-armor",5,59,62,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing."
dewott,water,"torrent, shell-armor",8,245,145,Strict training is how it learns its flowing double-scalchop technique.
samurott,water,"torrent, shell-armor",15,946,238,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
patrat,normal,"run-away, keen-eye, analytic",5,116,51,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others."
watchog,normal,"illuminate, keen-eye, analytic",11,270,147,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
lillipup,normal,"vital-spirit, pickup, run-away",4,41,55,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees."
herdier,normal,"intimidate, sand-rush, scrappy",9,147,130,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
stoutland,normal,"intimidate, sand-rush, scrappy",12,610,250,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.
purrloin,dark,"limber, unburden, prankster",4,101,56,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect."
liepard,dark,"limber, unburden, prankster",11,375,156,These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.
pansage,grass,"gluttony, overgrow",6,105,63,This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.
simisage,grass,"gluttony, overgrow",11,305,174,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter."
pansear,fire,"gluttony, blaze",6,110,63,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries."
simisear,fire,"gluttony, blaze",10,280,174,It loves sweets because they become energy for the fire burning inside its body.
panpour,water,"gluttony, torrent",6,135,63,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
simipour,water,"gluttony, torrent",10,290,174,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail."
munna,psychic,"forewarn, synchronize, telepathy",6,233,58,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.
musharna,psychic,"forewarn, synchronize, telepathy",11,605,170,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.
pidove,"normal, flying","big-pecks, super-luck, rivalry",3,21,53,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands."
